loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-18322,Refinance,147977.30,6.744,2019-12-19
LNK-71701,ARM,147200.00,5.799,2021-01-30
LNK-48953,Refinance,95757.44,3.442,2026-02-26
LNK-70579,Fixed Purchase,472488.07,7.392,2026-03-15
LNK-66771,Jumbo Purchase,484863.51,5.101,2023-04-03
LNK-36720,FIXED PURCHASE,160127.95,4.733,2021-02-10
LNK-22567,Fixed Purchase,608913.84,5.662,01/14/2020
LNK-34681,Refinance,271639.67,5.199,2026-01-28
LNK-64156,Fixed Purchase,593070.84,4.427,2025-05-18
LNK-39684,Fixed Refinance,270603.02,6.585,2021-04-29
LNK-98853,FHA Purchase,380112.00,4.920,2024-10-03
LNK-45396,Fixed Purchase,742238.55,6.614,2021-02-02
LNK-16095,ARM,257800.16,5.536,2019-05-19
LNK-62385,Fixed Purchase,277003.02,4.441,2024-05-01
LNK-10869,REFINANCE,138611.11,4.625,2024-03-27
LNK-19449,Fixed Refinance,319869.66,5.774,2023-11-17
LNK-99848,ARM,215319.97,5.323,2024-05-30
LNK-30571,Fixed Purchase,"$604,359.63",7.070,2024-09-07
LNK-89647,ARM,229108.13,5.294,2020-11-02
LNK-95924,FHA Purchase,559328.46,7.851,2021-03-23
LNK-89395,Refinance,159658.82,6.554,2019-08-09
LNK-53089,Fixed Purchase,"$494,715.36",5.745,2020-11-08
LNK-74048,Refinance,192217.50,4.630,2021-01-26
LNK-48942,Fixed Purchase,133239.29,,2023-03-13
LNK-12836,Fixed Purchase,138453.71,5.464,2021-05-20
LNK-52717,Refinance,529770.64,6.452,2020-01-28
LNK-2824,Fixed Purchase,585365.38,5.173,2022-03-05
LNK-35663, Fixed Refinance ,312156.96,3.687,2024-06-23
LNK-71329,FHA Purchase,99389.50,4.525,2021-08-21
LNK-17199,ARM,525432.41,5.881,2019-11-13
LNK-60609,Fixed Purchase,185564.24,5.644,10/22/2022
LNK-49311,Fixed Purchase,165649.95,6.687,2024-05-22
LNK-89188,FHA Purchase,310629.24,6.718,2020-03-11
LNK-99174,Fixed Purchase,452045.11,7.502%,2019-02-20
LNK-89125,Fixed Purchase,356229.18,3.800%,2026-05-02
LNK-35362,ARM,497677.42,4.057,2026-02-10
LNK-77619,Fixed Refinance,570892.82,6.524,2022-10-04
LNK-50941,FHA Purchase,144744.59,5.595,
LNK-84695,Fixed Purchase,88721.85,6.828,2021-11-22
LNK-49689,Fixed Refinance,474281.39,3.594,2022-02-27
LNK-15201,Jumbo Purchase,1129462.58,5.356,2023-10-10
LNK-89452,Fixed Purchase,523255.60,4.527,2023-01-01
LNK-31647,ARM,739346.63,5.808,2024-12-16
LNK-62797,Fixed Purchase,129965.07,6.912,2026-02-05
LNK-4280,Jumbo Purchase,269781.66,6.435,2024-11-14
LNK-82205,Fixed Purchase,1137482.79,6.899,2020-02-19
LNK-74584,FHA Purchase,127139.20,7.009,2023-09-27
LNK-43992,Fixed Purchase,484520.36,6.981,2019-11-21
LNK-80964,ARM,147287.61,4.066,2022-05-26
LNK-30015,Refinance,509642.05,3.595,2025-06-06
LNK-85889,Fixed Refinance,318765.91,6.513,2022-02-07
LNK-9285,Fixed Purchase,298288.79,4.989,2019-01-21
LNK-84283,Fixed Purchase,306663.79,0.0491,2025-09-19
LNK-61852,Refinance,136974.02,6.236,2021-06-24
LNK-92891,Fixed Purchase,465937.98,6.307,2026-02-13
LNK-40608,Refinance,339447.54,4.772,2022-08-02
LNK-86097,ARM,332141.94,3.879,2020-11-27
LNK-54516,Fixed Purchase,102262.58,7.960,2026-01-30
LNK-16292,FHA Purchase,129454.22,6.054,2022-05-30
LNK-19320,Fixed Purchase,1149890.16,4.475,2022-12-11
LNK-6943,ARM,494242.98,4.150,2024-07-03
LNK-5877,ARM,372612.10,6.611,2020-05-20
LNK-40893,Fixed Purchase,615790.03,4.527,2020-10-13
LNK-65569,FHA Purchase,608709.63,5.281,2021-06-10
LNK-16220,Refinance,255880.87,3.823,02/06/2026
LNK-13739,Fixed Purchase,371560.47,7.487%,2024-07-19
LNK-31775,Fixed Purchase,"$579,634.43",7.549,2023-06-27
LNK-71457,Refinance,"$263,719.34",4.089,2020-02-07
LNK-18781,Refinance,606222.35,5.946,2025-12-09
LNK-51940,Refinance,354298.27,5.682,2023-08-02
LNK-60459,ARM,218718.30,4.846%,2020-01-08
LNK-49629,Fixed Purchase,406718.28,5.444,2024-09-25
LNK-88881,Jumbo Purchase,171337.91,7.555,2020-12-18
LNK-98404,Fixed Refinance,191885.14,3.659,2019-05-07
LNK-92289,ARM,216100.13,6.762,2020-12-25
LNK-71804,Refinance,144469.15,4.725,2020-10-14
LNK-55935,Fixed Refinance,122365.62,6.128,2023-07-23
LNK-77983,FHA Purchase,546260.40,5.564,2021-12-01
LNK-98290,Refinance,467950.25,7.357,2019-04-08
LNK-96236,Jumbo Purchase,116985.65,7.353,2019-06-13
LNK-21253,Fixed Refinance,358684.44,5.114,2020-05-23
LNK-55379,Jumbo Purchase,490498.13,7.194,2020-11-23
LNK-86841,Refinance,160943.30,5.330,2021-12-19
LNK-13978,Refinance,124627.21,5.366,2021-09-29
LNK-65139,ARM,453718.85,4.766,2021-11-22
LNK-81694,Refinance,492307.66,4.554,2021-06-24
LNK-54492,Refinance,466884.67,6.263,2025-05-14
LNK-37666,ARM,320326.36,5.852,2020-06-10
LNK-5288,Fixed Purchase,290561.27,3.872,05/16/2021
LNK-91476,Fixed Purchase,91455.69,5.962,2024-10-17
LNK-49566,Refinance,176169.42,4.024,2024-08-14
LNK-29477,ARM,"$547,993.65",3.726,2024-11-21
LNK-59115,ARM,288231.72,3.340,2021-07-09
LNK-59287,Fixed Purchase,233898.82,7.183,2026-04-16
LNK-31947,ARM,389633.28,3.145,2024-11-16
LNK-48537,Fixed Refinance,1151121.62,7.208,
LNK-14022,Refinance,371093.32,6.890,2019-08-18
LNK-90873,Refinance,215910.35,4.131,2026-04-19
LNK-49147,Fixed Purchase,468798.47,8.010,2021-12-24
LNK-72364,Fixed Purchase,186657.58,4.027,2020-06-26
LNK-85518,Fixed Purchase,206758.64,6.279,03/16/2024
LNK-48012,Jumbo Purchase,112329.30,4.068,2024-05-13
LNK-8936,Fixed Purchase,190606.99,4.685,2024-06-18
LNK-53184,Fixed Purchase,314919.27,6.882%,2023-12-19
LNK-37160,Fixed Purchase,516084.74,5.735,01/03/2019
LNK-25878,ARM,229847.61,4.316,2024-06-02
LNK-17011,FHA Purchase,245305.94,4.833,2022-02-01
LNK-60600,Refinance,419868.12,6.426,2021-01-16
LNK-13015,Fixed Purchase,606279.60,4.460,2019-09-26
LNK-87870,Refinance,135593.87,4.770,2025-01-15
LNK-28801,Fixed Purchase,143160.76,5.086%,2022-06-04
LNK-85109,Refinance,140060.66,5.838,2025-05-27
LNK-84819,ARM,187668.68,3.736,2020-10-08
LNK-79269,Fixed Purchase,596838.24,6.593,2023-09-04
LNK-3799,Fixed Purchase,584071.30,7.475,2022-05-28
LNK-7629,Fixed Purchase,473789.66,5.122,2022-06-15
LNK-44713,ARM,308161.15,4.595,2023-08-02
LNK-32925,FIXED REFINANCE,606617.38,3.478,2021-04-08
LNK-17505,Fixed Refinance,242716.34,4.687,2023-04-16
LNK-75000,Refinance,191706.90,5.412,2022-01-27
LNK-27896,Fixed Purchase,259133.42,6.887,2024-04-08
LNK-9992,FHA Purchase,502956.95,7.925,2024-06-17
LNK-73641,FHA Purchase,694891.65,5.241,2025-01-12
LNK-28152,FHA Purchase,144401.47,7.012,2022-08-22
LNK-77858,Fixed Refinance,526006.22,5.759,2025-06-09
LNK-29305,Fixed Purchase,216196.27,7.068,2021-12-03
LNK-31539,Fixed Refinance,453920.02,6.480,2022-07-09
LNK-44064,ARM,498396.10,3.895,2022-08-08
LNK-20340,ARM,263161.47,5.705,2021-11-11
LNK-79116,FHA Purchase,160044.42,0.0561,2024-06-15
LNK-1371,Jumbo Purchase,117253.20,5.375,2025-05-06
LNK-37342,Fixed Purchase,354753.18,7.187,2024-07-08
LNK-19964,ARM,120903.57,3.441,2025-04-05
LNK-18038,Refinance,512246.17,3.751,2024-04-02
LNK-71807,FHA Purchase,487270.43,5.625,2022-02-08
LNK-33853,Jumbo Purchase,616977.08,5.187,2021-01-14
LNK-23871,ARM,367326.97,6.135,2023-11-07
LNK-15408,ARM,242190.38,4.543,2019-02-04
LNK-87646,ARM,223486.33,5.596,2022-08-30
LNK-4379,Refinance,192177.38,7.101,2025-06-20
LNK-18275,Fixed Refinance,195287.13,3.505,2025-10-01
LNK-2947,Fixed Purchase,153118.10,4.051,2022-07-15
LNK-47955,Refinance,192910.26,7.364,2021-08-12
LNK-32186,Fixed Purchase,275109.45,7.660,2023-12-06
LNK-78182,FHA Purchase,"$98,601.78",7.466,2021-05-04
LNK-43437,ARM,298560.34,4.508,2020-05-25
LNK-3068,Fixed Purchase,573606.52,4.279,2021-05-08
LNK-23838,ARM,408593.90,4.272,2021-02-21
LNK-35782,Fixed Purchase,356196.95,5.963,2024-02-15
LNK-7868,ARM,309707.46,3.470,2023-01-16
LNK-17614,Jumbo Purchase,317269.65,5.058,2019-12-12
LNK-98218,Fixed Refinance,1421387.57,6.319,2022-08-17
LNK-56176,Jumbo Purchase,1064897.62,4.360,2024-04-08
LNK-69955,Fixed Purchase,514273.45,6.625,2023-03-03
LNK-15896,Jumbo Purchase,309292.95,6.006,2020-09-12
LNK-98735,Fixed Refinance,182163.86,3.838,2020-10-27
LNK-9330,Fixed Purchase,300955.05,7.410,2025-12-22
LNK-63422,Fixed Refinance,262396.40,0.0354,2020-08-14
LNK-59756,Fixed Purchase,286714.67,6.035,2020-10-09
LNK-48453,ARM,204144.33,3.345,2024-05-02
LNK-68271,ARM,565506.72,,
LNK-78812,ARM,56658.71,4.295,2025-01-20
LNK-15293,Refinance,468228.68,6.395,2025-05-28
LNK-60245,Fixed Purchase,154447.07,4.731,2019-12-03
LNK-67039,Fixed Refinance,236030.38,4.399,2021-10-23
LNK-30038,Refinance,260814.78,6.073,2024-10-30
LNK-81623,FHA Purchase,227698.34,5.177,2023-03-16
LNK-6683,Refinance,1374811.62,4.940%,2019-07-16
LNK-96321,FHA Purchase,92662.13,7.384,2021-09-01
LNK-87363,ARM,391066.40,4.372,2026-01-19
LNK-69347,FHA Purchase,302026.42,5.721,2021-12-12
LNK-40535,Fixed Purchase,234428.28,7.769,10/13/2022
LNK-61036,Fixed Purchase,"$267,425.90",7.108,2024-02-13
LNK-85323,Refinance,268170.64,3.652,2023-02-05
LNK-5082,Fixed Purchase,375675.55,7.992,03/31/2020
LNK-8972,Fixed Refinance,152570.10,5.210,03/16/2025
LNK-63781,Fixed Purchase,548827.61,5.479,2024-09-23
LNK-53640,Jumbo Purchase,1236729.86,5.290,2025-09-27
LNK-56872,Refinance,1076525.00,5.558,2024-12-14
LNK-90928,Fixed Purchase,449012.34,7.486,2021-07-15
LNK-15150,Fixed Refinance,166347.33,5.839,2021-04-08
LNK-65260,FHA Purchase,592661.02,7.669,2023-09-22
LNK-94375,ARM,157824.13,3.101,2021-10-26
LNK-59138,Refinance,196683.82,5.776,2019-10-01
LNK-10632,ARM,161928.49,5.929,2021-09-20
LNK-11589,FIXED PURCHASE,309169.96,4.831,2022-12-06
LNK-43219,FHA Purchase,232776.56,4.287%,2025-07-27
LNK-80730,Fixed Purchase,"$322,209.03",7.059,2019-02-14
LNK-20442,Refinance,365468.91,5.794,2021-08-09
LNK-9609,Fixed Purchase,151802.50,5.726,2019-10-16
LNK-17540,Fixed Refinance,470203.65,7.198,2019-06-17
LNK-37046,Jumbo Purchase,145368.10,6.295,2024-06-18
LNK-82830,Fixed Purchase,140131.84,6.374,2025-09-19
LNK-83978,Fixed Purchase,539731.50,6.802,2023-11-07
LNK-77724, Refinance ,547864.48,6.296,2022-02-03
LNK-72874,Refinance,260923.87,4.405,2022-12-31
LNK-94343,Fixed Purchase,516205.45,5.903,2025-08-18
LNK-43622,Fixed Purchase,618556.86,0.0587,2025-10-20
LNK-50925,ARM,362647.23,4.516,2025-09-30
LNK-79301,Jumbo Purchase,428832.61,4.163,2021-09-04
LNK-70541,Refinance,568527.44,4.975,2019-06-13
LNK-39652,Fixed Refinance,540944.67,5.491,2023-06-22
LNK-60469,Refinance,501032.46,3.503,2025-05-11
LNK-67263,Refinance,260994.80,5.049,2019-04-27
LNK-80354,Jumbo Purchase,220630.11,5.247,2021-10-15
LNK-57387,Fixed Refinance,258614.14,5.939,2020-10-19
LNK-13999,Fixed Refinance,377793.58,5.005,2022-11-28
LNK-92983, Fixed Purchase ,352412.48,5.280,2025-01-13
LNK-15996,Jumbo Purchase,206750.44,4.191,2020-01-06
LNK-86814,FIXED PURCHASE,350998.09,5.415,2021-12-20
LNK-86316,ARM,265295.67,4.437,2020-10-14
LNK-73264,ARM,144642.12,6.463,2026-03-15
LNK-95481,Fixed Refinance,"$372,966.08",6.183,2021-03-24
LNK-29183,Fixed Refinance,574363.06,6.809,08/20/2020
LNK-57370,Refinance,297264.86,0.0381,2022-04-18
LNK-60186,FHA Purchase,258252.42,7.344,2021-10-04
LNK-30949,Refinance,231476.74,6.733,2021-06-15
LNK-55239,Fixed Purchase,431623.85,3.804%,2021-09-25
LNK-45424,Jumbo Purchase,343551.21,6.170,2025-05-15
LNK-60441,Fixed Purchase,362435.69,0.0625,2023-05-05
LNK-53262,Fixed Refinance,610325.16,4.454,2023-02-25
LNK-55524,FHA Purchase,210567.61,4.085,2020-07-04
LNK-96631,Jumbo Purchase,460802.63,6.268,2020-01-31
LNK-13463,Fixed Refinance,356487.80,4.654,2025-10-10
LNK-41966,ARM,460647.30,6.138%,2021-07-06
LNK-56936,Refinance,113462.78,5.389,11/22/2023
LNK-41963,FHA Purchase,96831.62,6.579,2022-11-24
LNK-88177,Fixed Refinance,119120.61,7.219,2022-02-04
LNK-34408,FHA Purchase,474351.87,5.885,2020-06-30
LNK-50060,Fixed Purchase,326879.77,6.685,2022-09-15
LNK-21006,Fixed Refinance,356755.89,6.465,2025-07-31
LNK-91023,Fixed Purchase,411133.02,5.309,2020-05-05
LNK-63163,Fixed Purchase,119041.37,4.451,2021-03-08
LNK-9799,Refinance,490969.24,4.125,2026-04-13
LNK-12957,Fixed Refinance,262507.71,5.014,2023-05-06
LNK-12188,ARM,338808.05,3.777,2022-06-28
LNK-13219,Fixed Refinance,555299.52,4.138,2023-07-03
LNK-57606,ARM,431265.52,4.771,2020-01-21
LNK-13656,Fixed Purchase,409295.29,4.007,03/09/2023
LNK-98594,Fixed Purchase,911487.73,5.082,2025-05-15
LNK-97835,Jumbo Purchase,596305.76,6.451,2021-01-14
LNK-49843,FHA Purchase,136876.69,4.423,2023-03-13
LNK-18054,Jumbo Purchase,462906.65,4.522,2020-09-01
LNK-73924,ARM,417814.20,6.386,2020-05-07
LNK-8861,Fixed Purchase,240915.55,4.535,2024-10-24
LNK-77869,Fixed Purchase,188340.44,6.417,2022-10-13
LNK-74608,FHA Purchase,378169.53,5.699,2020-04-21
LNK-74620,Fixed Purchase,216728.86,7.928,2024-07-03
LNK-44207,ARM,276701.95,6.508,2026-05-25
LNK-88819,Jumbo Purchase,137847.50,6.636,2022-08-05
LNK-17021,Refinance,460680.16,6.428,2026-03-19
LNK-54845,ARM,324628.95,6.594,2023-10-13
LNK-47346,ARM,347398.96,4.290,2024-06-05
LNK-88207,Fixed Purchase,615873.74,0.0710,2019-08-14
LNK-99341,Fixed Purchase,591527.22,6.305,2025-05-28
LNK-56435,Refinance,480502.52,3.589,2022-05-25
LNK-95510,ARM,372703.56,5.631,2023-11-12
LNK-7743,Refinance,180385.21,6.197,2021-05-28
LNK-79696,FHA Purchase,562410.50,4.067,2021-04-13
LNK-41953,Refinance,955190.98,7.001,2020-04-21
LNK-47090,Fixed Purchase,213607.25,7.366,2020-12-26
LNK-14579,Jumbo Purchase,283904.32,3.945,2020-08-03
LNK-76748,Refinance,223129.13,6.122,2026-01-08
LNK-67507,FHA Purchase,434534.95,5.530,2019-02-11
LNK-28884,ARM,233776.38,6.122,2024-06-22
LNK-21280,Fixed Purchase,"$1,263,701.29",4.311,2021-07-02
LNK-87079,Fixed Purchase,170024.25,4.039,2025-01-08
LNK-64201,FHA Purchase,222227.05,7.798,2023-06-20
LNK-30392,Fixed Purchase,542696.83,7.060,2023-06-06
LNK-15184,Jumbo Purchase,593361.85,5.916,2020-06-04
LNK-46890, Fixed Purchase ,341168.59,3.915,2023-05-09
LNK-73910,Fixed Refinance,516428.88,5.861,2023-11-30
LNK-49176,ARM,496482.71,4.963,
LNK-16058,Fixed Refinance,772168.42,6.838,2021-10-24
LNK-37512,ARM,192347.37,4.548,2020-09-19
LNK-76248,Refinance,205501.04,4.744,2023-12-03
LNK-30643,ARM,536230.93,4.165,2020-10-21
LNK-57244,FHA Purchase,115341.52,0.0553,2024-12-28
LNK-74526,Fixed Refinance,472382.46,3.554,2020-03-01
LNK-82490,Fixed Purchase,960021.82,6.216,2021-07-08
LNK-81422,Fixed Purchase,1309198.72,5.822,2025-05-29
LNK-89470,Fixed Purchase,414586.26,7.004,2024-07-02
LNK-85239,ARM,613567.95,6.502,2020-09-19
LNK-73972, Jumbo Purchase ,204754.31,6.930%,2023-05-11
LNK-4441,Jumbo Purchase,1294360.38,4.376,2024-02-27
LNK-80822,Jumbo Purchase,540650.75,4.294,2026-01-10
LNK-87223,FHA Purchase,310310.25,6.941,2023-12-24
LNK-91894,ARM,265723.71,3.593,2024-12-10
LNK-36054,Fixed Purchase,187166.32,7.550,2026-05-24
LNK-24647,ARM,332906.12,6.031,2023-03-16
LNK-36818,Fixed Purchase,160612.35,6.587,2022-05-15
LNK-93104,FHA Purchase,550509.34,4.617,2022-10-15
LNK-41499,Fixed Purchase,290595.42,4.534,2023-12-20
LNK-45541,Fixed Purchase,388555.20,8.029,2025-04-26
LNK-47009,Refinance,392661.99,4.003,2022-07-20
LNK-1800,Jumbo Purchase,154846.97,5.126,2025-11-13
LNK-24777,Refinance,103886.37,,2019-03-29
LNK-19776,Jumbo Purchase,113222.70,5.113,2023-01-01
LNK-75228,Fixed Purchase,198961.34,5.329,2022-07-16
LNK-87159,Jumbo Purchase,339171.72,5.010,2020-02-20
LNK-53531,Fixed Purchase,556100.31,4.265,2025-12-07
LNK-10120,Refinance,421345.13,4.525,2021-10-18
LNK-19595,Refinance,163455.77,0.0642,2020-07-09
LNK-98120,ARM,340130.82,5.269,2023-01-24
LNK-83991,Refinance,182281.01,7.281,2025-05-10
LNK-5018,ARM,130480.62,3.756,2025-12-31
LNK-13026,ARM,164975.01,6.027,03/18/2021
LNK-98794,ARM,465603.38,3.407,2025-10-05
LNK-70531,ARM,417696.27,6.769,2023-02-04
LNK-29197,Fixed Purchase,234931.52,7.734,2024-06-28
LNK-50308,Fixed Purchase,432431.74,4.895,2023-11-09
LNK-56028,Fixed Purchase,617376.73,6.618,2022-09-25
LNK-60460,Fixed Purchase,608363.03,6.946,2019-03-20
LNK-45681,Fixed Purchase,336514.72,6.775,01/12/2022
LNK-21631,ARM,514683.13,6.001,2023-07-26
LNK-49503,Fixed Purchase,270237.92,4.589,2022-02-27
LNK-41846,Jumbo Purchase,576545.22,6.648,
LNK-95581,Jumbo Purchase,97308.99,7.065,2021-09-22
LNK-43517,ARM,167393.28,,2019-11-05
LNK-75395,Fixed Purchase,516737.64,6.436,2020-10-01
LNK-79148,FHA Purchase,603473.72,5.189,2020-03-09
LNK-12135,Fixed Purchase,159212.49,7.781,2021-01-30
LNK-7895,FHA Purchase,87055.01,4.764,2019-07-24
LNK-21392,ARM,419616.68,6.125,2024-07-21
LNK-21632,Fixed Purchase,"$239,113.97",7.513,2019-09-08
LNK-99885,Refinance,127563.69,4.453,2025-01-29
LNK-81981,Fixed Purchase,151345.51,4.569,2022-08-09
LNK-7522,Fixed Purchase,296147.37,5.041,2023-08-16
LNK-89338, Fixed Purchase ,313189.97,,2024-12-13
LNK-11693,Jumbo Purchase,450689.10,4.451,2019-09-10
LNK-36665,ARM,477109.09,6.126,2019-11-24
LNK-59079,Jumbo Purchase,323573.62,6.684,07/28/2022
LNK-87761,Jumbo Purchase,278391.69,6.700,2019-09-27
LNK-56576,Fixed Refinance,255699.23,6.644,2023-02-26
LNK-64656,Fixed Refinance,252708.95,4.161,2025-08-02
LNK-80570,Refinance,304206.83,4.697,2023-07-10
LNK-55287,Jumbo Purchase,326914.38,7.015,2023-09-15
LNK-36804,Jumbo Purchase,506721.94,7.536,2020-09-03
LNK-29255,FIXED PURCHASE,508385.68,4.502,2025-08-25
LNK-99951,Fixed Purchase,93768.31,4.928,2021-03-21
LNK-68154,ARM,247384.34,5.133,07/21/2021
LNK-15918,Refinance,352038.24,6.806,2024-06-19
LNK-46242,Fixed Purchase,599370.09,5.156,2024-05-06
LNK-57349,Fixed Purchase,362538.04,4.691,2024-07-02
LNK-15534,Fixed Purchase,169852.28,6.726,2023-10-24
LNK-38125,Refinance,368355.65,4.893,2020-06-08
LNK-89895,FHA Purchase,118771.87,5.564,2021-05-07
LNK-89930,Refinance,571928.18,5.935,2024-05-04
LNK-78743,Refinance,393812.59,4.178,2020-06-04
LNK-64783,Fixed Refinance,"$391,167.10",6.232,2025-11-01
LNK-70066,Fixed Refinance,346394.54,3.478,2024-09-23
LNK-88442,ARM,164370.17,5.058,03/10/2024
LNK-41425,Jumbo Purchase,597675.92,5.705,2021-03-02
LNK-6952,Fixed Purchase,161549.60,4.007,2021-10-07
LNK-29903,FIXED PURCHASE,275550.29,6.194,2022-01-22
LNK-52807,ARM,253080.03,3.840,2026-03-30
LNK-79554,FHA Purchase,408718.55,4.013,2021-03-09
LNK-8180,Refinance,217801.16,6.203,2019-02-14
LNK-2007,Fixed Purchase,1165190.62,5.583,2023-02-18
LNK-27794,Jumbo Purchase,163973.89,6.165,2025-08-29
LNK-40507,Fixed Purchase,586243.09,4.610,2025-10-20
LNK-28686,Fixed Purchase,153766.59,4.289,2022-08-30
LNK-18987,ARM,253668.77,5.135,2026-01-19
LNK-34491,ARM,180229.16,5.914,2026-03-21
LNK-38938,Refinance,389163.35,3.623,2020-06-24
LNK-44007,FHA Purchase,159852.62,4.461,2021-08-20
LNK-16726,ARM,276038.35,4.371,2019-10-12
LNK-2013,Refinance,365703.45,4.984,2020-09-26
LNK-66193,Fixed Purchase,195881.19,7.068,2021-12-04
LNK-57446,Fixed Purchase,1164322.05,6.783,2024-05-14
LNK-24028,Fixed Purchase,209476.12,7.537,2024-08-12
LNK-17932,ARM,"$424,366.87",4.988,04/01/2022
LNK-50834,Refinance,"$457,961.74",3.561,2025-08-12
LNK-70806,Fixed Purchase,347933.80,4.101,2023-02-16
LNK-93231,Jumbo Purchase,297492.10,3.782,2026-01-14
LNK-66570,Fixed Purchase,"$382,600.55",4.445,2021-04-05
LNK-74233,Fixed Purchase,189738.25,0.0546,2026-04-18
LNK-88562,Fixed Purchase,407801.80,5.976,2023-07-20
LNK-47421,Fixed Purchase,292286.85,7.809,2021-04-22
LNK-10447,Refinance,484791.08,6.097,2025-08-26
LNK-53044,ARM,114086.64,0.0520,2021-10-30
LNK-98260,Fixed Purchase,91612.78,7.493,2021-04-25
LNK-6544,Fixed Refinance,470183.56,4.963%,2020-11-07
LNK-58176,ARM,404256.10,5.568,2021-10-14
LNK-3456,Fixed Purchase,"$690,022.43",3.799,2022-01-28
LNK-61260,Fixed Purchase,289060.19,4.444,2019-08-08
LNK-11205,Refinance,"$604,453.01",4.891,2022-02-20
LNK-42033,Fixed Purchase,497187.37,5.064,2021-12-12
LNK-76465,FHA Purchase,611056.44,4.273%,2026-02-20
LNK-57267,Refinance,101246.67,5.306,2019-02-28
LNK-76156,Fixed Refinance,328555.85,6.180,2022-01-23
LNK-54008,Fixed Refinance,341652.87,4.013,2019-09-24
LNK-93995,ARM,104881.22,4.823,2020-12-17
LNK-84904,Refinance,108558.04,6.478,2022-02-24
LNK-55747,Fixed Refinance,193443.77,6.085,2021-02-09
LNK-38947,ARM,86042.49,6.332,2023-11-19
LNK-16096,Fixed Refinance,508700.62,6.370,2022-03-19
LNK-54088,Refinance,329097.75,4.056,2026-05-21
LNK-3733,Fixed Refinance,374310.35,5.957,2023-07-26
LNK-43568,ARM,335104.03,4.182,2024-07-18
LNK-23527,ARM,599341.73,4.037,2020-07-17
LNK-82018,ARM,334607.02,6.289,2020-11-03
LNK-61305,ARM,576289.80,3.637,2022-10-31
LNK-91388,Jumbo Purchase,170293.96,4.357,2021-04-23
LNK-48428,ARM,525542.20,6.765,2025-02-06
LNK-12551,Fixed Purchase,87161.67,6.641%,2020-11-05
LNK-58240,Refinance,506432.47,4.702,2023-03-10
LNK-14875,ARM,436437.16,5.235%,2023-07-30
LNK-32891,FHA PURCHASE,205810.93,4.427,2021-02-10
LNK-58104,JUMBO PURCHASE,603565.05,5.904,2019-10-23
LNK-78184,Fixed Purchase,489353.31,4.660,02/27/2026
LNK-53487,Fixed Refinance,746860.43,4.143,10/20/2019
LNK-69676,ARM,148639.82,5.548,2019-02-13
LNK-11308,Fixed Purchase,292444.81,5.614,2025-08-12
LNK-52873,Refinance,402434.86,7.308,2024-08-09
LNK-41668,Fixed Purchase,459837.85,5.419,2025-01-16
LNK-98754,ARM,"$399,111.72",6.612,2024-07-01
LNK-45500,ARM,600081.02,3.421,2021-10-29
LNK-30041,Fixed Purchase,472489.07,7.762,2024-02-06
LNK-44655,ARM,407930.67,4.295,2025-03-13
LNK-23037,Jumbo Purchase,200857.11,3.795,2020-06-09
LNK-11011,Refinance,100106.13,3.676,2021-01-12
LNK-67910,Refinance,292675.29,6.015,2019-07-19
LNK-83998,Fixed Purchase,361453.93,5.715,2020-10-28
LNK-15945,Refinance,313301.41,7.274,2019-11-11
LNK-70547,ARM,88045.49,6.085,2020-12-24
LNK-67840,Fixed Purchase,182732.62,6.721,07/13/2024
LNK-26415,ARM,459917.31,3.476,2020-07-24
LNK-46793,FHA Purchase,1046916.53,7.205,2023-10-28
LNK-47019,Refinance,456189.47,3.825,2024-04-24
LNK-96339,ARM,460595.55,3.423,2023-01-04
LNK-85599,Refinance,215129.10,3.950,2019-04-09
LNK-20358,Refinance,440582.91,7.386,2023-03-10
LNK-31968,ARM,604412.98,5.254,2020-04-19
LNK-14474,Fixed Purchase,163852.17,6.801,2019-02-15
LNK-20194,Refinance,91508.50,,2024-12-13
LNK-34550,Jumbo Purchase,158328.06,7.494,2021-05-24
LNK-26856,ARM,341122.88,4.535,02/07/2026
LNK-23740,Jumbo Purchase,122941.42,7.482,2020-08-18
LNK-79957,Fixed Purchase,359660.75,6.213,2021-10-08
LNK-21036,ARM,419708.57,6.164,2023-07-23
LNK-86918,ARM,"$550,807.77",3.202,2023-03-11
LNK-10876,Refinance,548810.45,3.909,2025-11-23
LNK-24218,Refinance,302494.53,5.941%,2021-09-15
LNK-83306,Fixed Purchase,498608.06,3.884,2019-09-29
